num,text,pos,aspect_tag,polarity
s_6,Great,ADJ,NAT,0
s_6,laptop,NOUN,NAT,0
s_6,that,PRON,NAT,0
s_6,offers,VERB,NAT,0
s_6,many,ADJ,NAT,0
s_6,great,ADJ,NAT,0
s_6,features,NOUN,AT,1
s_7, ,SPACE,NAT,0
s_7,night,NOUN,NAT,0
s_7,I,PRON,NAT,0
s_7,turned,VERB,NAT,0
s_7,the,DET,NAT,0
s_7,freaking,VERB,NAT,0
s_7,thing,NOUN,NAT,0
s_7,off,ADP,NAT,0
s_7,after,ADP,NAT,0
s_7,using,VERB,NAT,0
s_7,it,PRON,NAT,0
s_7,the,DET,NAT,0
s_7,next,ADJ,NAT,0
s_7,day,NOUN,NAT,0
s_7,I,PRON,NAT,0
s_7,turn,VERB,NAT,0
s_7,it,PRON,NAT,0
s_7,on,ADP,NAT,0
s_7,no,DET,NAT,0
s_7,GUI,PROPN,AT,-1
s_7,screen,NOUN,AT,-1
s_7,all,PRON,NAT,0
s_7,dark,ADJ,NAT,0
s_7,power,NOUN,AT,0
s_7,light,NOUN,AT,0
s_7,steady,ADJ,NAT,0
s_7,hard,ADJ,AT,-1
s_7,drive,NOUN,AT,-1
s_7,light,NOUN,AT,-1
s_7,steady,ADJ,NAT,0
s_7,and,CCONJ,NAT,0
s_7,not,PART,NAT,0
s_7,flashing,VERB,NAT,0
s_7,as,SCONJ,NAT,0
s_7,it,PRON,NAT,0
s_7,usually,ADV,NAT,0
s_7,does,VERB,NAT,0
s_8,I,PRON,NAT,0
s_8,took,VERB,NAT,0
s_8,it,PRON,NAT,0
s_8,back,ADV,NAT,0
s_8,for,ADP,NAT,0
s_8,an,DET,NAT,0
s_8,Asus,PROPN,NAT,0
s_8,and,CCONJ,NAT,0
s_8,same,ADJ,NAT,0
s_8,blue,ADJ,NAT,0
s_8,screen,NOUN,NAT,0
s_8,which,PRON,NAT,0
s_8,required,VERB,NAT,0
s_8,me,PRON,NAT,0
s_8,to,PART,NAT,0
s_8,remove,VERB,NAT,0
s_8,the,DET,NAT,0
s_8,battery,NOUN,AT,0
s_8,to,PART,NAT,0
s_8,reset,VERB,NAT,0
s_9,In,ADP,NAT,0
s_9,the,DET,NAT,0
s_9,shop,NOUN,NAT,0
s_9,these,DET,NAT,0
s_9,MacBooks,PROPN,NAT,0
s_9,are,AUX,NAT,0
s_9,encased,VERB,NAT,0
s_9,in,ADP,NAT,0
s_9,a,DET,NAT,0
s_9,soft,ADJ,NAT,0
s_9,rubber,NOUN,AT,1
s_9,enclosure,NOUN,AT,1
s_9,so,ADV,NAT,0
s_9,you,PRON,NAT,0
s_9,will,AUX,NAT,0
s_9,never,ADV,NAT,0
s_9,know,VERB,NAT,0
s_9,about,ADP,NAT,0
s_9,the,DET,NAT,0
s_9,razor,NOUN,NAT,0
s_9,edge,NOUN,AT,-1
s_9,until,SCONJ,NAT,0
s_9,you,PRON,NAT,0
s_9,buy,VERB,NAT,0
s_9,it,PRON,NAT,0
s_9,get,VERB,NAT,0
s_9,it,PRON,NAT,0
s_9,home,ADV,NAT,0
s_9,break,VERB,NAT,0
s_9,the,DET,NAT,0
s_9,seal,NOUN,NAT,0
s_9,and,CCONJ,NAT,0
s_9,use,VERB,NAT,0
s_9,it,PRON,NAT,0
s_9,very,ADV,NAT,0
s_9,clever,ADJ,NAT,0
s_9,con,NOUN,NAT,0
s_10,However,ADV,NAT,0
s_10,the,DET,NAT,0
s_10,multi,ADJ,AT,1
s_10,-,ADJ,AT,1
s_10,touch,ADJ,AT,1
s_10,gestures,NOUN,AT,1
s_10,and,CCONJ,NAT,0
s_10,large,ADJ,NAT,0
s_10,tracking,NOUN,AT,1
s_10,area,NOUN,AT,1
s_10,make,VERB,NAT,0
s_10,having,VERB,NAT,0
s_10,an,DET,NAT,0
s_10,external,ADJ,AT,0
s_10,mouse,NOUN,AT,0
s_10,unnecessary,ADJ,NAT,0
s_10,unless,SCONJ,NAT,0
s_10,you,PRON,NAT,0
s_10,'re,AUX,NAT,0
s_10,gaming,VERB,AT,0
s_11,I,PRON,NAT,0
s_11,love,VERB,NAT,0
s_11,the,DET,NAT,0
s_11,way,NOUN,NAT,0
s_11,the,DET,NAT,0
s_11,entire,ADJ,NAT,0
s_11,suite,NOUN,AT,1
s_11,of,ADP,AT,1
s_11,software,NOUN,AT,1
s_11,works,VERB,NAT,0
s_11,together,ADV,NAT,0
s_12,The,DET,NAT,0
s_12,speed,NOUN,AT,1
s_12,is,AUX,NAT,0
s_12,incredible,ADJ,NAT,0
s_12,and,CCONJ,NAT,0
s_12,I,PRON,NAT,0
s_12,am,AUX,NAT,0
s_12,more,ADJ,NAT,0
s_12,than,ADP,NAT,0
s_12,satisfied,ADJ,NAT,0
s_13,This,DET,NAT,0
s_13,laptop,NOUN,NAT,0
s_13,meets,VERB,NAT,0
s_13,every,DET,NAT,0
s_13,expectation,NOUN,NAT,0
s_13,and,CCONJ,NAT,0
s_13,Windows,PROPN,AT,1
s_13,7,NUM,AT,1
s_13,is,AUX,NAT,0
s_13,great,ADJ,NAT,0
s_14,I,PRON,NAT,0
s_14,can,AUX,NAT,0
s_14,barely,ADV,NAT,0
s_14,use,VERB,NAT,0
s_14,any,DET,NAT,0
s_14,usb,NOUN,AT,-1
s_14,devices,NOUN,AT,-1
s_14,because,SCONJ,NAT,0
s_14,they,PRON,NAT,0
s_14,will,AUX,NAT,0
s_14,not,PART,NAT,0
s_14,stay,VERB,NAT,0
s_14,connected,ADJ,NAT,0
s_14,properly,ADV,NAT,0
s_15,backlit,ADJ,NAT,0
s_15,keyboard,NOUN,AT,3
s_15,but,CCONJ,NAT,0
s_15,not,PART,NAT,0
s_15,an,DET,NAT,0
s_15,issue,NOUN,NAT,0
s_15,for,ADP,NAT,0
s_15,me,PRON,NAT,0
s_16,When,SCONJ,NAT,0
s_16,I,PRON,NAT,0
s_16,finally,ADV,NAT,0
s_16,had,VERB,NAT,0
s_16,everything,PRON,NAT,0
s_16,running,VERB,NAT,0
s_16,with,ADP,NAT,0
s_16,all,PRON,NAT,0
s_16,my,PRON,NAT,0
s_16,software,NOUN,AT,0
s_16,installed,VERB,NAT,0
s_16,I,PRON,NAT,0
s_16,plugged,VERB,NAT,0
s_16,in,ADP,NAT,0
s_16,my,PRON,NAT,0
s_16,droid,NOUN,NAT,0
s_16,to,PART,NAT,0
s_16,recharge,VERB,NAT,0
s_16,and,CCONJ,NAT,0
s_16,the,DET,NAT,0
s_16,system,NOUN,AT,-1
s_16,crashed,VERB,NAT,0
s_17,suggestion,NOUN,NAT,0
s_17,I,PRON,NAT,0
s_17,do,AUX,NAT,0
s_17,have,VERB,NAT,0
s_17,is,AUX,NAT,0
s_17,to,PART,NAT,0
s_17,not,PART,NAT,0
s_17,bother,VERB,NAT,0
s_17,getting,VERB,NAT,0
s_17,Microsoft,PROPN,AT,-1
s_17,office,NOUN,AT,-1
s_17,for,ADP,AT,-1
s_17,the,DET,AT,-1
s_17,mac,NOUN,AT,-1
s_17,expecting,VERB,NAT,0
s_17,it,PRON,NAT,0
s_17,will,AUX,NAT,0
s_17,work,VERB,NAT,0
s_17,just,ADV,NAT,0
s_17,like,SCONJ,NAT,0
s_17,you,PRON,NAT,0
s_17,knew,VERB,NAT,0
s_17,it,PRON,NAT,0
s_17,to,ADP,NAT,0
s_17,on,ADP,NAT,0
s_17,a,DET,NAT,0
s_17,PC,NOUN,NAT,0
s_18,Pairing,VERB,NAT,0
s_18,it,PRON,NAT,0
s_18,with,ADP,NAT,0
s_18,an,DET,NAT,0
s_18,iPhone,PROPN,NAT,0
s_18,is,AUX,NAT,0
s_18,a,DET,NAT,0
s_18,pure,ADJ,NAT,0
s_18,pleasure,NOUN,NAT,0
s_18,talk,NOUN,NAT,0
s_18,about,ADP,NAT,0
s_18,painless,NOUN,NAT,0
s_18,syncing,VERB,AT,1
s_18,used,VERB,NAT,0
s_18,to,PART,NAT,0
s_18,take,VERB,NAT,0
s_18,me,PRON,NAT,0
s_18,forever,ADV,NAT,0
s_18,now,ADV,NAT,0
s_18,it,PRON,NAT,0
s_18,'s,AUX,NAT,0
s_18,a,DET,NAT,0
s_18,snap,NOUN,NAT,0
s_19,I,PRON,NAT,0
s_19,also,ADV,NAT,0
s_19,got,VERB,NAT,0
s_19,the,DET,NAT,0
s_19,added,VERB,NAT,0
s_19,bonus,NOUN,NAT,0
s_19,of,ADP,NAT,0
s_19,a,DET,NAT,0
s_19,30,NUM,AT,1
s_19,HD,PROPN,AT,1
s_19,Monitor,PROPN,AT,1
s_19,which,PRON,NAT,0
s_19,really,ADV,NAT,0
s_19,helps,VERB,NAT,0
s_19,to,PART,NAT,0
s_19,extend,VERB,NAT,0
s_19,my,PRON,NAT,0
s_19,screen,NOUN,AT,0
s_19,and,CCONJ,NAT,0
s_19,keep,VERB,NAT,0
s_19,my,PRON,NAT,0
s_19,eyes,NOUN,NAT,0
s_19,fresh,ADJ,NAT,0
s_20,The,DET,NAT,0
s_20,machine,NOUN,NAT,0
s_20,is,AUX,NAT,0
s_20,slow,ADJ,NAT,0
s_20,to,PART,NAT,0
s_20,boot,VERB,AT,-1
s_20,up,ADP,AT,-1
s_20,and,CCONJ,NAT,0
s_20,occasionally,ADV,NAT,0
s_20,crashes,VERB,NAT,0
s_20,completely,ADV,NAT,0
s_21,After,ADP,NAT,0
s_21,paying,VERB,NAT,0
s_21,several,ADJ,NAT,0
s_21,dollars,NOUN,NAT,0
s_21,for,ADP,NAT,0
s_21,this,DET,NAT,0
s_21,service,NOUN,AT,-1
s_21,it,PRON,NAT,0
s_21,is,AUX,NAT,0
s_21,frustrating,ADJ,NAT,0
s_21,that,SCONJ,NAT,0
s_21,you,PRON,NAT,0
s_21,can,AUX,NAT,0
s_21,not,PART,NAT,0
s_21,get,VERB,NAT,0
s_21,help,NOUN,NAT,0
s_21,after,ADP,NAT,0
s_21,hours,NOUN,NAT,0
s_22,I,PRON,NAT,0
s_22,did,AUX,NAT,0
s_22,have,VERB,NAT,0
s_22,to,PART,NAT,0
s_22,replace,VERB,NAT,0
s_22,the,DET,NAT,0
s_22,battery,NOUN,AT,3
s_22,once,ADV,NAT,0
s_22,but,CCONJ,NAT,0
s_22,that,PRON,NAT,0
s_22,was,AUX,NAT,0
s_22,only,ADV,NAT,0
s_22,a,DET,NAT,0
s_22,couple,NOUN,NAT,0
s_22,months,NOUN,NAT,0
s_22,ago,ADV,NAT,0
s_22,and,CCONJ,NAT,0
s_22,it,PRON,NAT,0
s_22,'s,AUX,NAT,0
s_22,been,AUX,NAT,0
s_22,working,VERB,NAT,0
s_22,perfect,ADJ,NAT,0
s_22,ever,ADV,NAT,0
s_22,since,ADV,NAT,0
s_23,I,PRON,NAT,0
s_23,love,VERB,NAT,0
s_23,the,DET,NAT,0
s_23,operating,NOUN,AT,1
s_23,system,NOUN,AT,1
s_23,and,CCONJ,NAT,0
s_23,the,DET,NAT,0
s_23,preloaded,ADJ,AT,1
s_23,software,NOUN,AT,1
s_24,The,DET,NAT,0
s_24,best,ADJ,NAT,0
s_24,thing,NOUN,NAT,0
s_24,about,ADP,NAT,0
s_24,this,DET,NAT,0
s_24,laptop,NOUN,NAT,0
s_24,is,AUX,NAT,0
s_24,the,DET,NAT,0
s_24,price,NOUN,AT,1
s_24,along,ADP,NAT,0
s_24,with,ADP,NAT,0
s_24,some,PRON,NAT,0
s_24,of,ADP,NAT,0
s_24,the,DET,NAT,0
s_24,newer,ADJ,NAT,0
s_24,features,NOUN,AT,1
s_25,After,ADP,NAT,0
s_25,numerous,ADJ,NAT,0
s_25,attempts,NOUN,NAT,0
s_25,of,ADP,NAT,0
s_25,trying,VERB,NAT,0
s_25,including,VERB,NAT,0
s_25,setting,VERB,NAT,0
s_25,the,DET,NAT,0
s_25,clock,NOUN,AT,-1
s_25,in,ADP,AT,-1
s_25,BIOS,PROPN,AT,-1
s_25,setup,NOUN,AT,-1
s_25,directly,ADV,NAT,0
s_25,I,PRON,NAT,0
s_25,gave,VERB,NAT,0
s_25,am,AUX,NAT,0
s_25,a,DET,NAT,0
s_25,techie,NOUN,NAT,0
s_26,YOU,PRON,NAT,0
s_26,WILL,AUX,NAT,0
s_26,NOT,PART,NAT,0
s_26,BE,AUX,NAT,0
s_26,ABLE,NOUN,NAT,0
s_26,TO,PART,NAT,0
s_26,TALK,VERB,NAT,0
s_26,TO,ADP,NAT,0
s_26,AN,DET,NAT,0
s_26,AMERICAN,PROPN,NAT,0
s_26,WARRANTY,NOUN,AT,-1
s_26,SERVICE,NOUN,AT,-1
s_26,IS,AUX,NAT,0
s_26,OUT,ADV,NAT,0
s_26,OF,ADP,NAT,0
s_26,COUNTRY,PROPN,NAT,0
s_27,but,CCONJ,NAT,0
s_27,now,ADV,NAT,0
s_27,i,PRON,NAT,0
s_27,have,AUX,NAT,0
s_27,realized,VERB,NAT,0
s_27,its,PRON,NAT,0
s_27,a,DET,NAT,0
s_27,problem,NOUN,NAT,0
s_27,with,ADP,NAT,0
s_27,this,DET,NAT,0
s_27,brand,NOUN,AT,-1
s_28,I,PRON,NAT,0
s_28,sent,VERB,NAT,0
s_28,it,PRON,NAT,0
s_28,back,ADV,NAT,0
s_28,to,ADP,NAT,0
s_28,Toshiba,PROPN,NAT,0
s_28,twice,ADV,NAT,0
s_28,they,PRON,NAT,0
s_28,covered,VERB,NAT,0
s_28,it,PRON,NAT,0
s_28,under,ADP,NAT,0
s_28,the,DET,NAT,0
s_28, ,SPACE,NAT,0
s_28,warranty,NOUN,AT,1
s_29,I,PRON,NAT,0
s_29,was,AUX,NAT,0
s_29,looking,VERB,NAT,0
s_29,for,ADP,NAT,0
s_29,a,DET,NAT,0
s_29,mac,NOUN,NAT,0
s_29,which,PRON,NAT,0
s_29,is,AUX,NAT,0
s_29,portable,ADJ,NAT,0
s_29,and,CCONJ,NAT,0
s_29,has,VERB,NAT,0
s_29,all,DET,NAT,0
s_29,the,DET,NAT,0
s_29,features,NOUN,AT,1
s_29,that,PRON,NAT,0
s_29,I,PRON,NAT,0
s_29,was,AUX,NAT,0
s_29,looking,VERB,NAT,0
s_29,for,ADP,NAT,0
s_30,Also,ADV,NAT,0
s_30,kinda,ADV,NAT,0
s_30,loud,ADJ,NAT,0
s_30,when,SCONJ,NAT,0
s_30,the,DET,NAT,0
s_30,fan,NOUN,AT,-1
s_30,was,AUX,NAT,0
s_30,running,VERB,NAT,0
s_31,In,ADP,NAT,0
s_31,desparation,NOUN,NAT,0
s_31,I,PRON,NAT,0
s_31,called,VERB,NAT,0
s_31,their,PRON,NAT,0
s_31,Customer,PROPN,AT,0
s_31,Service,PROPN,AT,0
s_31,number,NOUN,AT,0
s_31,and,CCONJ,NAT,0
s_31,was,AUX,NAT,0
s_31,told,VERB,NAT,0
s_31,that,SCONJ,NAT,0
s_31,my,PRON,NAT,0
s_31,warranty,NOUN,AT,-1
s_31,had,AUX,NAT,0
s_31,expired,VERB,NAT,0
s_31,days,NOUN,NAT,0
s_31,old,ADJ,NAT,0
s_31,and,CCONJ,NAT,0
s_31,that,SCONJ,NAT,0
s_31,the,DET,NAT,0
s_31,priviledge,NOUN,NAT,0
s_31,of,ADP,NAT,0
s_31,talking,VERB,AT,-1
s_31,to,ADP,AT,-1
s_31,a,DET,AT,-1
s_31,technician,NOUN,AT,-1
s_31,would,AUX,NAT,0
s_31,cost,VERB,NAT,0
s_31,me,PRON,NAT,0
s_31,have,AUX,NAT,0
s_31,your,PRON,NAT,0
s_31,credit,NOUN,NAT,0
s_31,card,NOUN,NAT,0
s_31,ready,ADJ,NAT,0
s_32,There,PRON,NAT,0
s_32,also,ADV,NAT,0
s_32,seemed,VERB,NAT,0
s_32,to,PART,NAT,0
s_32,be,AUX,NAT,0
s_32,a,DET,NAT,0
s_32,problem,NOUN,NAT,0
s_32,with,ADP,NAT,0
s_32,the,DET,NAT,0
s_32,hard,ADJ,AT,-1
s_32,disc,NOUN,AT,-1
s_32,as,ADP,NAT,0
s_32,certain,ADJ,NAT,0
s_32,times,NOUN,NAT,0
s_32,windows,NOUN,AT,-1
s_32,loads,NOUN,NAT,0
s_32,but,CCONJ,NAT,0
s_32,claims,VERB,NAT,0
s_32,to,PART,NAT,0
s_32,not,PART,NAT,0
s_32,be,AUX,NAT,0
s_32,able,ADJ,NAT,0
s_32,to,PART,NAT,0
s_32,find,VERB,NAT,0
s_32,any,DET,NAT,0
s_32,drivers,NOUN,AT,0
s_32,or,CCONJ,NAT,0
s_32,files,NOUN,NAT,0
s_33,Drivers,NOUN,AT,1
s_33,updated,VERB,NAT,0
s_33,ok,INTJ,NAT,0
s_33,but,CCONJ,NAT,0
s_33,the,DET,NAT,0
s_33,BIOS,PROPN,AT,-1
s_33,update,NOUN,AT,-1
s_33,froze,VERB,NAT,0
s_33,the,DET,NAT,0
s_33,system,NOUN,AT,-1
s_33,up,ADP,NAT,0
s_33,and,CCONJ,NAT,0
s_33,the,DET,NAT,0
s_33,computer,NOUN,NAT,0
s_33,shut,VERB,NAT,0
s_33,down,ADP,NAT,0
s_34,Spent,VERB,NAT,0
s_34,hours,NOUN,NAT,0
s_34,on,ADP,NAT,0
s_34,phone,NOUN,NAT,0
s_34,with,ADP,NAT,0
s_34,HP,PROPN,AT,0
s_34,Technical,PROPN,AT,0
s_34,Support,PROPN,AT,0
s_35,Speaking,VERB,NAT,0
s_35,of,ADP,NAT,0
s_35,the,DET,NAT,0
s_35,browser,NOUN,AT,-1
s_35,it,PRON,NAT,0
s_35,too,ADV,NAT,0
s_35,has,VERB,NAT,0
s_35,problems,NOUN,NAT,0
s_36,The,DET,NAT,0
s_36,keyboard,NOUN,AT,-1
s_36,is,AUX,NAT,0
s_36,too,ADV,NAT,0
s_36,slick,ADJ,NAT,0
s_37,Nightly,ADV,NAT,0
s_37,my,PRON,NAT,0
s_37,computer,NOUN,NAT,0
s_37,defrags,VERB,NAT,0
s_37,itself,PRON,NAT,0
s_37,and,CCONJ,NAT,0
s_37,runs,VERB,NAT,0
s_37,a,DET,NAT,0
s_37,virus,NOUN,AT,0
s_37,scan,NOUN,AT,0
s_38,It,PRON,NAT,0
s_38,'s,AUX,NAT,0
s_38,like,INTJ,NAT,0
s_38,9,NUM,AT,-1
s_38,punds,NOUN,AT,-1
s_38,but,CCONJ,NAT,0
s_38,if,SCONJ,NAT,0
s_38,you,PRON,NAT,0
s_38,can,AUX,NAT,0
s_38,look,VERB,NAT,0
s_38,past,ADP,NAT,0
s_38,it,PRON,NAT,0
s_38,it,PRON,NAT,0
s_38,'s,AUX,NAT,0
s_38,GREAT,ADJ,NAT,0
s_39,It,PRON,NAT,0
s_39,'s,AUX,NAT,0
s_39,just,ADV,NAT,0
s_39,as,ADV,NAT,0
s_39,fast,ADJ,NAT,0
s_39,with,ADP,NAT,0
s_39,program,NOUN,AT,0
s_39,open,ADJ,NAT,0
s_39,as,SCONJ,NAT,0
s_39,it,PRON,NAT,0
s_39,is,AUX,NAT,0
s_39,with,ADP,NAT,0
s_39,open,ADJ,NAT,0
s_40,Still,ADV,NAT,0
s_40,under,ADV,NAT,0
s_40,warrenty,X,AT,-1
s_40,so,ADV,NAT,0
s_40,called,VERB,NAT,0
s_40,Toshiba,PROPN,NAT,0
s_40,no,DET,NAT,0
s_40,help,NOUN,NAT,0
s_40,at,ADV,NAT,0
s_40,all,ADV,NAT,0
s_41,I,PRON,NAT,0
s_41,was,AUX,NAT,0
s_41,happy,ADJ,NAT,0
s_41,with,ADP,NAT,0
s_41,My,PRON,NAT,0
s_41,purchase,NOUN,NAT,0
s_41,of,ADP,NAT,0
s_41,a,DET,NAT,0
s_41,Toshiba,PROPN,NAT,0
s_41,Satellite,PROPN,NAT,0
s_41,laptop,NOUN,NAT,0
s_41,until,SCONJ,NAT,0
s_41,it,PRON,NAT,0
s_41,came,VERB,NAT,0
s_41,time,NOUN,NAT,0
s_41,to,PART,NAT,0
s_41,have,VERB,NAT,0
s_41,it,PRON,NAT,0
s_41,repaired,VERB,NAT,0
s_41,under,ADP,NAT,0
s_41,the,DET,NAT,0
s_41,Toshiba,PROPN,AT,-1
s_41,Warranty,PROPN,AT,-1
s_42,Amazing,PROPN,NAT,0
s_42,Quality,PROPN,AT,1
s_43,The,DET,NAT,0
s_43,fact,NOUN,NAT,0
s_43,that,SCONJ,NAT,0
s_43,you,PRON,NAT,0
s_43,can,AUX,NAT,0
s_43,spend,VERB,NAT,0
s_43,over,ADP,NAT,0
s_43,on,ADP,NAT,0
s_43,just,ADV,NAT,0
s_43,a,DET,NAT,0
s_43,webcam,NOUN,AT,0
s_43,underscores,VERB,NAT,0
s_43,the,DET,NAT,0
s_43,value,NOUN,AT,1
s_43,of,ADP,NAT,0
s_43,this,DET,NAT,0
s_43,machine,NOUN,NAT,0
s_44,I,PRON,NAT,0
s_44,mainly,ADV,NAT,0
s_44,use,VERB,NAT,0
s_44,it,PRON,NAT,0
s_44,for,ADP,NAT,0
s_44,email,NOUN,NAT,0
s_44,internet,NOUN,AT,0
s_44,and,CCONJ,NAT,0
s_44,managing,VERB,AT,0
s_44,personal,ADJ,AT,0
s_44,files,NOUN,AT,0
s_44,pics,NOUN,NAT,0
s_44,vids,NOUN,NAT,0
s_44,etc,X,NAT,0
s_45,A,DET,NAT,0
s_45,month,NOUN,NAT,0
s_45,or,CCONJ,NAT,0
s_45,so,ADV,NAT,0
s_45,ago,ADV,NAT,0
s_45,the,DET,NAT,0
s_45,freaking,NOUN,NAT,0
s_45,motherboard,NOUN,AT,-1
s_45,just,ADV,NAT,0
s_45,died,VERB,NAT,0
s_46,The,DET,NAT,0
s_46,system,NOUN,AT,-1
s_46,it,PRON,NAT,0
s_46,comes,VERB,NAT,0
s_46,with,ADP,NAT,0
s_46,does,AUX,NAT,0
s_46,not,PART,NAT,0
s_46,work,VERB,NAT,0
s_46,properly,ADV,NAT,0
s_46,so,ADV,NAT,0
s_46,when,SCONJ,NAT,0
s_46,trying,VERB,NAT,0
s_46,to,PART,NAT,0
s_46,fix,VERB,NAT,0
s_46,the,DET,NAT,0
s_46,problems,NOUN,NAT,0
s_46,with,ADP,NAT,0
s_46,it,PRON,NAT,0
s_46,it,PRON,NAT,0
s_46,started,VERB,NAT,0
s_46,not,PART,NAT,0
s_46,working,VERB,NAT,0
s_46,at,ADV,NAT,0
s_46,all,ADV,NAT,0
s_47,Then,ADV,NAT,0
s_47,after,ADP,NAT,0
s_47,or,CCONJ,NAT,0
s_47,so,ADV,NAT,0
s_47,months,NOUN,NAT,0
s_47,the,DET,NAT,0
s_47,charger,NOUN,AT,-1
s_47,stopped,VERB,NAT,0
s_47,working,VERB,NAT,0
s_47,so,ADV,NAT,0
s_47,I,PRON,NAT,0
s_47,was,AUX,NAT,0
s_47,forced,VERB,NAT,0
s_47,to,PART,NAT,0
s_47,go,VERB,NAT,0
s_47,out,ADP,NAT,0
s_47,and,CCONJ,NAT,0
s_47,buy,VERB,NAT,0
s_47,new,ADJ,NAT,0
s_47,hardware,NOUN,AT,-1
s_47,just,ADV,NAT,0
s_47,to,PART,NAT,0
s_47,keep,VERB,NAT,0
s_47,this,DET,NAT,0
s_47,computer,NOUN,NAT,0
s_47,running,VERB,NAT,0
s_48,If,SCONJ,NAT,0
s_48,a,DET,NAT,0
s_48,website,NOUN,NAT,0
s_48,ever,ADV,NAT,0
s_48,freezes,VERB,NAT,0
s_48,which,PRON,NAT,0
s_48,is,AUX,NAT,0
s_48,rare,ADJ,NAT,0
s_48,its,PRON,NAT,0
s_48,really,ADV,NAT,0
s_48,easy,ADJ,NAT,0
s_48,to,PART,NAT,0
s_48,force,VERB,AT,1
s_48,quit,VERB,AT,1
s_49,It,PRON,NAT,0
s_49,rarely,ADV,NAT,0
s_49,works,VERB,AT,-1
s_49,and,CCONJ,NAT,0
s_49,when,SCONJ,NAT,0
s_49,it,PRON,NAT,0
s_49,does,VERB,NAT,0
